"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"METHGLYUT-PWY: superpathway of methylglyoxal degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.489315434157456	-0.0597419706712674	0.55516708361383	0.44258100206189	0.709738890233263	0.589925241166383	0.70780974111234	NA	"abundance"	65	53
"PWY-6606: guanosine nucleotides degradation II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.103969384201129	-0.0597419706712674	0.210498512478494	0.442444692372463	0.709738890233263	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.21109262535214	-0.0597419706712674	0.194586475401487	0.442974962524899	0.709738890233263	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.023912580732006	-0.0597419706712674	0.106844470520051	0.446570967527542	0.714185187038532	0.499447311951921	0.638999418375949	NA	"abundance"	65	58
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.589968786226271	-0.0597419706712674	0.695651960689448	0.45006559039552	0.714557304434671	0.570896974018955	0.697584785669228	NA	"abundance"	65	46
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.589968786226271	-0.0597419706712674	0.695651960689448	0.449919666769595	0.714557304434671	0.570896974018955	0.697584785669228	NA	"abundance"	65	46
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0270507490915764	-0.0597419706712674	0.111853068359748	0.450088968770344	0.714557304434671	0.697597857731937	0.79024757321196	NA	"abundance"	65	59
"PWY0-781: aspartate superpathway"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.133694480424202	-0.0597419706712674	0.252619661450213	0.448372837064165	0.714557304434671	0.416157229109586	0.599432130118737	NA	"abundance"	65	54
"PWY-2201: folate transformations I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.342560101464452	-0.0597419706712674	0.373248126551625	0.452251678260971	0.716682987408096	0.146530948406759	0.520349996941037	NA	"abundance"	65	54
"PWY-5972: stearate biosynthesis I (animals)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.287659025687302	-0.0597419706712674	0.302344941067065	0.455091315735725	0.718565235372197	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"PWY-7238: sucrose biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0475687203224316	-0.0597419706712674	0.140902314203251	0.454569443325051	0.718565235372197	0.533491474867222	0.66643230272175	NA	"abundance"	65	60
"PWY-6859: all-trans-farnesol biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.223772387244354	-0.0597419706712674	0.218451126232126	0.458399115019909	0.719868646330904	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.441832689996229	0	0.595534970658049	0.458142538207812	0.719868646330904	0.706390491100128	0.796061824169401	NA	"prevalence"	65	50
"PWY-7204: pyridoxal 5'-phosphate salvage II (plants)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.441832689991639	0	0.5955349720593	0.458142539270214	0.719868646330904	0.706390492251468	0.796061824169401	NA	"prevalence"	65	50
"PWY-5497: purine nucleobases degradation II (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.344667349984762	-0.0597419706712674	0.383694925858393	0.461618260661624	0.723617814010113	0.416157478841054	0.599432130118737	NA	"abundance"	65	54
"PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.455090168112332	-0.0597419706712674	0.533372765980232	0.462849441252099	0.724242830736198	0.579460308647981	0.70409283313372	NA	"abundance"	65	41
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.349838519393678	-0.0597419706712674	0.559724059696797	0.468536539709595	0.731109665011364	0.38209157548438	0.593606554770376	NA	"abundance"	65	40
"PWY-7316: dTDP-N-acetylviosamine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.377875471096446	0	0.521754732302531	0.468918612731426	0.731109665011364	0.121995959512231	0.520349996941037	NA	"prevalence"	65	40
"PWY-5022: 4-aminobutanoate degradation V"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.444083866007768	-0.0597419706712674	0.527378980131382	0.471580497992453	0.731328045015034	0.224153328778511	0.520349996941037	NA	"abundance"	65	34
"PWY-8178: pentose phosphate pathway (non-oxidative branch) II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.00173428347610815	-0.0597419706712674	0.0756479971501436	0.471313707638196	0.731328045015034	0.288483528352853	0.520349996941037	NA	"abundance"	65	59
"PWY-6328: L-lysine degradation X"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.394036419880048	0	0.546811266194053	0.471150902607831	0.731328045015034	0.720318632187488	0.8096604780402	NA	"prevalence"	65	45
"PWY-6143: CMP-pseudaminate biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.374692819906736	0	0.524043479691352	0.474607001114753	0.732106544272757	0.33994405176541	0.566573419609016	NA	"prevalence"	65	27
"PWY-7269: mitochondrial NADPH production (yeast)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.37469282021486	0	0.524042915922579	0.474606525449012	0.732106544272757	0.196754635126173	0.520349996941037	NA	"prevalence"	65	27
"PWY-7385: 1,3-propanediol biosynthesis (engineered)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.374694148181936	0	0.524043019890857	0.474605047261491	0.732106544272757	0.332304252387272	0.56028042553668	NA	"prevalence"	65	27
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.273757055555321	-0.0597419706712674	0.298045806081468	0.476220631298433	0.733295485362189	0.499447821259363	0.638999418375949	NA	"abundance"	65	58
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.279227214129989	-0.0597419706712674	0.30701924894787	0.478497583375385	0.733596735650691	0.416157478841054	0.599432130118737	NA	"abundance"	65	54
"PWY-5840: superpathway of menaquinol-7 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.267373000717395	-0.0597419706712674	0.290753232225762	0.478945914769646	0.733596735650691	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.539012615863867	0	0.758549842057255	0.47734268607843	0.733596735650691	0.0344937504614303	0.520349996941037	NA	"prevalence"	65	57
"PWY-5973: cis-vaccenate biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0164227240503563	-0.0597419706712674	0.104744180843927	0.479876909984221	0.733730951996963	0.499447821259363	0.638999418375949	NA	"abundance"	65	58
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0732949544543335	-0.0597419706712674	0.188512343025579	0.485911690558638	0.741654685589501	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.296732097346617	-0.0597419706712674	0.341236162452883	0.490809438264367	0.747818233432573	0.0745244427661943	0.520349996941037	NA	"abundance"	65	57
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0364408323551297	-0.0597419706712674	0.137741057366092	0.492771882519539	0.749495695440558	0.291874481042789	0.520349996941037	NA	"abundance"	65	61
"PWY-6572: chondroitin sulfate degradation I (bacterial)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.424562936597144	-0.0597419706712674	0.527173945669806	0.494603665999366	0.750968916962388	0.74457454557872	0.83044712272155	NA	"abundance"	65	30
"DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.429619075482177	0	0.634522902452599	0.49835888850765	0.751426144191262	0.74835619526072	0.83044712272155	NA	"prevalence"	65	52
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.429619075482177	0	0.634522902452599	0.49835888850765	0.751426144191262	0.74835619526072	0.83044712272155	NA	"prevalence"	65	52
"PWY-6531: mannitol cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.429619075553768	0	0.634524009889713	0.498359638159033	0.751426144191262	0.748356947372063	0.83044712272155	NA	"prevalence"	65	52
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.429619075482177	0	0.634522902452599	0.49835888850765	0.751426144191262	0.74835619526072	0.83044712272155	NA	"prevalence"	65	52
"P122-PWY: heterolactic fermentation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.253706814909752	-0.0597419706712674	0.461928372271295	0.500392920082294	0.753186575210373	0.228562567647592	0.520349996941037	NA	"abundance"	65	53
"PWY-5656: mannosylglycerate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.35750192292697	-0.0597419706712674	0.617134526000633	0.502451609448101	0.754409095066436	0.161710239687514	0.520349996941037	NA	"abundance"	65	47
"PWY6666-2: dopamine degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.389420507552134	-0.0597419706712674	0.485831863476827	0.502939396710957	0.754409095066436	0.752930756657933	0.833396639048857	NA	"abundance"	65	30
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.243186528905835	-0.0597419706712674	0.271765899402041	0.503877779329416	0.754515779718746	0.25773569503839	0.520349996941037	NA	"abundance"	65	55
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.168005454228931	-0.0597419706712674	0.159970510730689	0.505397339277714	0.75549086799246	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.246022289767602	-0.0597419706712674	0.280243812627044	0.509987768965805	0.761045212693396	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.210294214105326	-0.0597419706712674	0.227502136693089	0.512214073669955	0.763058637145309	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-6630: superpathway of L-tyrosine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0403971263408145	-0.0597419706712674	0.152143376897795	0.516795829389663	0.76540961343083	0.288483295283944	0.520349996941037	NA	"abundance"	65	59
"PWY-7456: &beta;-(1,4)-mannan degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.257327325461908	-0.0597419706712674	0.301345268382813	0.515269125707285	0.76540961343083	0.31732236263642	0.541524077293027	NA	"abundance"	65	50
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.209388978740673	-0.0597419706712674	0.229114779862445	0.517311324939457	0.76540961343083	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.334706324766611	0	0.515228235572295	0.51593299786725	0.76540961343083	0.688015191797208	0.781427176062103	NA	"prevalence"	65	33
"CALVIN-PWY: Calvin-Benson-Bassham cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.00398419585795023	-0.0597419706712674	0.0840933742714874	0.528231567347431	0.766759398881024	0.1559672386901	0.520349996941037	NA	"abundance"	65	60
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0755157253647202	-0.0597419706712674	0.215181751237221	0.533076180541936	0.766759398881024	0.781982146822693	0.856831823344764	NA	"abundance"	65	59
"ECASYN-PWY: enterobacterial common antigen biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.500544421151569	-0.0597419706712674	0.720310772559158	0.543429421840687	0.766759398881024	0.537241308064279	0.66643230272175	NA	"abundance"	65	48
"FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.133629751029362	-0.0597419706712674	0.300748706638374	0.523486097443605	0.766759398881024	0.416157229109586	0.599432130118737	NA	"abundance"	65	54
"P124-PWY: Bifidobacterium shunt"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.193223950321329	-0.0597419706712674	0.404973170460537	0.535002530559663	0.766759398881024	0.134092465141844	0.520349996941037	NA	"abundance"	65	54
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.1048602832145	-0.0597419706712674	0.26518266156143	0.538551583303772	0.766759398881024	0.416157229109586	0.599432130118737	NA	"abundance"	65	54
"PWY-3781: aerobic respiration I (cytochrome c)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.239861994548285	-0.0597419706712674	0.46544001161809	0.523228019905682	0.766759398881024	0.355935062532286	0.582074256396784	NA	"abundance"	65	45
"PWY-5178: toluene degradation IV (aerobic) (via catechol)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.57261082130607	-0.0597419706712674	0.82605673267436	0.542278424140954	0.766759398881024	0.138361550373061	0.520349996941037	NA	"abundance"	65	20
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.307128699120744	-0.0597419706712674	0.591283629409662	0.537915914116292	0.766759398881024	0.161572450127061	0.520349996941037	NA	"abundance"	65	47
"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.210936739475251	-0.0597419706712674	0.24773355962723	0.545544905640637	0.766759398881024	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.180714490572416	-0.0597419706712674	0.185647513339381	0.52015360164189	0.766759398881024	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-7761: NAD salvage pathway II (PNC IV cycle)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0371982999144711	-0.0597419706712674	0.155154876898932	0.537896935345256	0.766759398881024	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-7858: (5Z)-dodecenoate biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.429603068986648	-0.0597419706712674	0.605757329520174	0.544810632639253	0.766759398881024	0.792802639841723	0.862172870827873	NA	"abundance"	65	43
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.4984797406248	-0.0597419706712674	0.713052791748858	0.541411130597834	0.766759398881024	0.528275763195061	0.66643230272175	NA	"abundance"	65	46
"PWY66-409: superpathway of purine nucleotide salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0347444605426537	-0.0597419706712674	0.148823503588853	0.531865699718873	0.766759398881024	0.416157229109586	0.599432130118737	NA	"abundance"	65	54
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.519875460046081	0	0.859737193276277	0.545384238885609	0.766759398881024	0.781982146822693	0.856831823344764	NA	"prevalence"	65	59
"GALACTITOLCAT-PWY: galactitol degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.397972501228491	0	0.62645869839864	0.525250166915905	0.766759398881024	0.774612595986624	0.852549923481244	NA	"prevalence"	65	52
"HSERMETANA-PWY: L-methionine biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.51987546020519	0	0.859737152129414	0.54538421952973	0.766759398881024	0.288699160988498	0.520349996941037	NA	"prevalence"	65	59
"METH-ACETATE-PWY: methanogenesis from acetate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.325422400522252	0	0.51422088233488	0.526834503688368	0.766759398881024	0.776114413100167	0.852549923481244	NA	"prevalence"	65	37
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.325422405439151	0	0.514220651686325	0.526834312059321	0.766759398881024	0.776114231755624	0.852549923481244	NA	"prevalence"	65	37
"PWY-5920: superpathway of heme b biosynthesis from glycine"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.344840840554639	0	0.563166551755297	0.540322891224516	0.766759398881024	0.788696955667812	0.859857583246863	NA	"prevalence"	65	47
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.519875460046081	0	0.859737193276277	0.545384238885609	0.766759398881024	0.132617674928143	0.520349996941037	NA	"prevalence"	65	59
"PWY-6123: inosine-5'-phosphate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.519875460046081	0	0.859737193276277	0.545384238885609	0.766759398881024	0.0575950643729099	0.520349996941037	NA	"prevalence"	65	59
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.519875460046081	0	0.859737193276277	0.545384238885609	0.766759398881024	0.697597857731937	0.79024757321196	NA	"prevalence"	65	59
"PWY-6562: norspermidine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.344840840616361	0	0.563166881307586	0.540323128175643	0.766759398881024	0.590655025342021	0.70780974111234	NA	"prevalence"	65	47
"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.325422405486379	0	0.514220556426333	0.52683423543387	0.766759398881024	0.178940997388049	0.520349996941037	NA	"prevalence"	65	37
"PWY-702: L-methionine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.519875460046081	0	0.859737193276277	0.545384238885609	0.766759398881024	0.471133737322794	0.638925036628615	NA	"prevalence"	65	59
"PWY-7446: sulfoquinovose degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.325422478455259	0	0.514221009209555	0.526834506684525	0.766759398881024	0.673004177287545	0.771903220355733	NA	"prevalence"	65	37
"PWY-7664: oleate biosynthesis IV (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.519875460046081	0	0.859737193276277	0.545384238885609	0.766759398881024	0.640232807506652	0.752203584775604	NA	"prevalence"	65	59
"PWY0-1338: polymyxin resistance"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.325424018496408	0	0.529741763818271	0.539012546600655	0.766759398881024	0.787490567808387	0.859857583246863	NA	"prevalence"	65	42
"PWY0-862: (5Z)-dodecenoate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.519875460046081	0	0.859737193276277	0.545384238885609	0.766759398881024	0.641534551613216	0.752203584775604	NA	"prevalence"	65	59
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.500606267538213	-0.0597419706712674	0.7302973483491	0.548618299762924	0.769835356118942	0.478826579174548	0.638925036628615	NA	"abundance"	65	49
"PWY-2942: L-lysine biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.254504555045728	-0.0597419706712674	0.3267625290489	0.55415393333357	0.774220298916086	0.109896503190794	0.520349996941037	NA	"abundance"	65	54
